Id	Label	NodeType	Community_Lvl_0	Community_Lvl_1	Infered_Community_Name_Lvl_0	Infered_Community_Name_Lvl_1
assistant project manager__s	assistant project manager	2.0	6	6.1	21___Science and engineering professionals	21___Science and engineering professionals
Engineering Internship__s	Engineering Internship	2.0	6	6.1	21___Science and engineering professionals	21___Science and engineering professionals
Project Nero Trainee__s	Project Nero Trainee	2.0	6	6.1	21___Science and engineering professionals	21___Science and engineering professionals
psychologue psychotherapeute__s	psychologue psychotherapeute	2.0	6	6.1	21___Science and engineering professionals	21___Science and engineering professionals
Bibliothecaire__s	Bibliothecaire	2.0	6	6.1	21___Science and engineering professionals	21___Science and engineering professionals
Consultant IT, SSII at Sanofi__s	Consultant IT, SSII at Sanofi	2.0	6	6.1	21___Science and engineering professionals	21___Science and engineering professionals
Stagista__s	Stagista	2.0	6	6.1	21___Science and engineering professionals	21___Science and engineering professionals
kunstmaler__s	kunstmaler	2.0	6	6.1	21___Science and engineering professionals	21___Science and engineering professionals
photographe graphiste__s	photographe graphiste	2.0	6	6.1	21___Science and engineering professionals	21___Science and engineering professionals
tecthnicien__s	tecthnicien	2.0	6	6.1	21___Science and engineering professionals	21___Science and engineering professionals
Senior Under Butler__s	Senior Under Butler	2.0	6	6.1	21___Science and engineering professionals	21___Science and engineering professionals
chemist__s	chemist	2.0	6	6.1	21___Science and engineering professionals	21___Science and engineering professionals
Professora__s	Professora	2.0	6	6.1	21___Science and engineering professionals	21___Science and engineering professionals
MAITRE CHIEN__s	MAITRE CHIEN	2.0	6	6.1	21___Science and engineering professionals	21___Science and engineering professionals
ERA manager transactions__s	ERA manager transactions	2.0	6	6.1	21___Science and engineering professionals	21___Science and engineering professionals
Junior Global Buyer - Travel__s	Junior Global Buyer - Travel	2.0	6	6.1	21___Science and engineering professionals	21___Science and engineering professionals
BOSS__s	BOSS	2.0	6	6.1	21___Science and engineering professionals	21___Science and engineering professionals
fluent in french__t	fluent in french	1.0	6	6.1	21___Science and engineering professionals	21___Science and engineering professionals
Export sales__s	Export sales	2.0	6	6.1	21___Science and engineering professionals	21___Science and engineering professionals
middle office- comptes__s	middle office- comptes	2.0	6	6.1	21___Science and engineering professionals	21___Science and engineering professionals
Trade Finance - Commodities Products.__s	Trade Finance - Commodities Products.	2.0	6	6.1	21___Science and engineering professionals	21___Science and engineering professionals
Business Internship__s	Business Internship	2.0	6	6.1	21___Science and engineering professionals	21___Science and engineering professionals
Medecin SSR__s	Medecin SSR	2.0	6	6.1	21___Science and engineering professionals	21___Science and engineering professionals
Market Activity Monitoring - Treasury Desk__s	Market Activity Monitoring - Treasury Desk	2.0	6	6.1	21___Science and engineering professionals	21___Science and engineering professionals
Camping Dordogne__s	Camping Dordogne	2.0	6	6.1	21___Science and engineering professionals	21___Science and engineering professionals
ICT Performance Management Internship__s	ICT Performance Management Internship	2.0	6	6.1	21___Science and engineering professionals	21___Science and engineering professionals
Business Development Assistant/ Buyer Travel__s	Business Development Assistant/ Buyer Travel	2.0	6	6.1	21___Science and engineering professionals	21___Science and engineering professionals
Senior Systems Engineer__s	Senior Systems Engineer	2.0	6	6.1	21___Science and engineering professionals	21___Science and engineering professionals
Eshop Assistant__s	Eshop Assistant	2.0	6	6.1	21___Science and engineering professionals	21___Science and engineering professionals
Mechanical Project Manager__s	Mechanical Project Manager	2.0	6	6.1	21___Science and engineering professionals	21___Science and engineering professionals
Partnerships__s	Partnerships	2.0	6	6.1	21___Science and engineering professionals	21___Science and engineering professionals
Engineer for Process Development__s	Engineer for Process Development	2.0	6	6.1	21___Science and engineering professionals	21___Science and engineering professionals
Magasinier Cariste__s	Magasinier Cariste	2.0	6	6.1	21___Science and engineering professionals	21___Science and engineering professionals
Asia Coordination Logistics__s	Asia Coordination Logistics	2.0	6	6.1	21___Science and engineering professionals	21___Science and engineering professionals
Infographiste independant__s	Infographiste independant	2.0	6	6.1	21___Science and engineering professionals	21___Science and engineering professionals
Operation Placement__s	Operation Placement	2.0	6	6.1	21___Science and engineering professionals	21___Science and engineering professionals
Architecte - Designer__s	Architecte - Designer	2.0	6	6.1	21___Science and engineering professionals	21___Science and engineering professionals
Assistant Country Manager__s	Assistant Country Manager	2.0	6	6.1	21___Science and engineering professionals	21___Science and engineering professionals
microsoft office__t	microsoft office	1.0	6	6.1	21___Science and engineering professionals	21___Science and engineering professionals
Data Manager__s	Data Manager	2.0	6	6.1	21___Science and engineering professionals	21___Science and engineering professionals
Guide__s	Guide	2.0	6	6.1	21___Science and engineering professionals	21___Science and engineering professionals
geologist__s	geologist	2.0	6	6.1	21___Science and engineering professionals	21___Science and engineering professionals
Multinational Account Manager__s	Multinational Account Manager	2.0	6	6.1	21___Science and engineering professionals	21___Science and engineering professionals
Quality intern__s	Quality intern	2.0	6	6.1	21___Science and engineering professionals	21___Science and engineering professionals
Marketing and Communication Specialist__s	Marketing and Communication Specialist	2.0	6	6.1	21___Science and engineering professionals	21___Science and engineering professionals
BIM MANAGER__s	BIM MANAGER	2.0	6	6.1	21___Science and engineering professionals	21___Science and engineering professionals
Osteopathe__s	Osteopathe	2.0	6	6.1	21___Science and engineering professionals	21___Science and engineering professionals
International Training Manager__s	International Training Manager	2.0	6	6.1	21___Science and engineering professionals	21___Science and engineering professionals
Social Action__s	Social Action	2.0	6	6.1	21___Science and engineering professionals	21___Science and engineering professionals
Commercial Counselor Assistant__s	Commercial Counselor Assistant	2.0	6	6.1	21___Science and engineering professionals	21___Science and engineering professionals
Ejecutivo Sr__s	Ejecutivo Sr	2.0	6	6.1	21___Science and engineering professionals	21___Science and engineering professionals
Research Manager__s	Research Manager	2.0	6	6.1	21___Science and engineering professionals	21___Science and engineering professionals
ASSISTANT DIRECTEUR__s	ASSISTANT DIRECTEUR	2.0	6	6.1	21___Science and engineering professionals	21___Science and engineering professionals
Mechanical Engineer-PROJECT MANAGEMENT__s	Mechanical Engineer-PROJECT MANAGEMENT	2.0	6	6.1	21___Science and engineering professionals	21___Science and engineering professionals
OM TMR__s	OM TMR	2.0	6	6.1	21___Science and engineering professionals	21___Science and engineering professionals
Laboratory IRDEP__s	Laboratory IRDEP	2.0	6	6.1	21___Science and engineering professionals	21___Science and engineering professionals
MUSICOMÉDIEN__s	MUSICOMÉDIEN	2.0	6	6.1	21___Science and engineering professionals	21___Science and engineering professionals
